card_id,card_name,bank,card_type,annual_fee_domestic,annual_fee_intl,min_monthly_spend,no_spend_required,benefit_category,discount_rate,monthly_limit,benefit_text,context_for_llm,benefit_text_normalized,image_url
2687,카드의정석 SHOPPING+,우리카드,신용,10000,12000,300000,0,fuel,0.3,300000.0,"[주유]
[생활밀착 할인의 정석] 4대 주유소 주말 주유시 리터당 60원 청구할인
- SK주유소, GS칼텍스, S-OIL, HD현대오일뱅크 대상
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- GS칼텍스 휘발유 공시가 기준
- 주유 매출건당 10만원, 통합 월 30만원 한도, 
LPG는 할인 제외
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 할인금액 산정방법 = 주유 이용금액 X (리터당 할인금액 ÷ GS칼텍스 휘발유 공시가)
  (경유, 등유 등 기타 유종은 GS칼텍스 휘발유 공시가로 환산 적용)","[카드의정석 SHOPPING+|우리카드|신용]
실적:300,000원|연회비:10,000원
fuel: [생활밀착 할인의 정석] 4대 주유소 주말 주유시 리터당 60원 청구할인
- SK주유소, GS칼텍스, S-OIL, HD현대오일뱅크 대상
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 주유 매출건당 10만원, 통합 월 30만원 한도,","주유
생활밀착 할인의 정석 4대 주유소 주말 주유시 리터당 60원 청구할인
- SK주유소, GS칼텍스, S-OIL, HD현대오일뱅크 대상
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- GS칼텍스 휘발유 공시가 기준
- 주유 매출건당 10만원, 통합 월 30만원 한도, 
LPG는 할인 제외
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 할인금액 산정방법  주유 이용금액 X (리터당 할인금액  GS칼텍스 휘발유 공시가)
  (경유, 등유 등 기타 유종은 GS칼텍스 휘발유 공시가로 환산 적용)",https://d1c5n4ri2guedi.cloudfront.net/card/2687/card_img/33239/2687card.png
2687,카드의정석 SHOPPING+,우리카드,신용,10000,12000,300000,0,shopping,10.0,-1.0,"[온라인쇼핑]
[쇼핑 할인의 정석] 온라인 쇼핑 10% 청구할인
- 인터넷 P/G, 인터넷 상거래 등 온라인 업종
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)

[쇼핑]
[쇼핑 할인의 정석] 오프라인 쇼핑 10% 청구할인
백화점
롯데, 현대, 신세계
대형 할인점
이마트, 홈플러스, 롯데마트, 메가마트, Y_MART(영암마트)
창고형 할인매장
트레이더스 홀세일 클럽, 롯데 VIC마켓(롯데마트 맥스), 이케아
슈퍼마켓
이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스, GS 수퍼마켓
프리미엄 아울렛
롯데, 현대, 신세계사이먼
편의점
CU, GS25, 이마트24
잡화
올리브영, LOHB's, 시코르, 다이소
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)","[카드의정석 SHOPPING+|우리카드|신용]
실적:300,000원|연회비:10,000원
shopping: [쇼핑 할인의 정석] 온라인 쇼핑 10% 청구할인
- 인터넷 P/G, 인터넷 상거래 등 온라인 업종
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인","온라인쇼핑
쇼핑 할인의 정석 온라인 쇼핑 10% 청구할인
- 인터넷 P/G, 인터넷 상거래 등 온라인 업종
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)
쇼핑
쇼핑 할인의 정석 오프라인 쇼핑 10% 청구할인
백화점
롯데, 현대, 신세계
대형 할인점
이마트, 홈플러스, 롯데마트, 메가마트, Y_MART(영암마트)
창고형 할인매장
트레이더스 홀세일 클럽, 롯데 VIC마켓(롯데마트 맥스), 이케아
슈퍼마켓
이마트 에브리데이, 롯데슈퍼, 홈플러스 익스프레스, GS 수퍼마켓
프리미엄 아울렛
롯데, 현대, 신세계사이먼
편의점
CU, GS25, 이마트24
잡화
올리브영, LOHBs, 시코르, 다이소
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨 (온라인 업종 4대 PAY 결제 시 추가 캐시백 미제공)",https://d1c5n4ri2guedi.cloudfront.net/card/2687/card_img/33239/2687card.png
2687,카드의정석 SHOPPING+,우리카드,신용,10000,12000,300000,0,cafe,10.0,5000.0,"[카페]
[생활밀착 할인의 정석] 스타벅스, 폴바셋 10% 청구할인
- 매출 건당 1천원까지, 통합 월 5천원까지 할인
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 커피브랜드의 상품권, 선불카드 구입/충전 등의 이용금액은 할인 제외
- 백화점/대형할인점 내 매장, 미군부대 매장 제외","[카드의정석 SHOPPING+|우리카드|신용]
실적:300,000원|연회비:10,000원
cafe: [생활밀착 할인의 정석] 스타벅스, 폴바셋 10% 청구할인
- 매출 건당 1천원까지, 통합 월 5천원까지 할인
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 커피브랜드의 상품권, 선불카드 구입/충전 등의 이용금액은 할인 제외","카페
생활밀착 할인의 정석 스타벅스, 폴바셋 10% 청구할인
- 매출 건당 1천원까지, 통합 월 5천원까지 할인
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- Two-in-One 결제서비스(체크매출) 이용 시 청구할인은 적용되지 않으며, 0.3% 캐시백이 대체 제공됨
- 커피브랜드의 상품권, 선불카드 구입/충전 등의 이용금액은 할인 제외
- 백화점/대형할인점 내 매장, 미군부대 매장 제외",https://d1c5n4ri2guedi.cloudfront.net/card/2687/card_img/33239/2687card.png
2687,카드의정석 SHOPPING+,우리카드,신용,10000,12000,300000,0,easy_pay,5.0,-1.0,"[간편결제]
[추가 할인의 정석] 온라인 업종 4대 PAY 결제 시 5% 추가할인
- 4대 간편결제 : 삼성페이, 네이버페이, 카카오페이, PAYCO
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 추가 청구할인은 4대 간편결제에 본 카드를 등록하여 온라인에서 사용한 경우에 제공
- 온라인 업종 통합 할인한도 내에서 할인 적용
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%+5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%+5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 추가 캐시백 미제공","[카드의정석 SHOPPING+|우리카드|신용]
실적:300,000원|연회비:10,000원
easy_pay: [추가 할인의 정석] 온라인 업종 4대 PAY 결제 시 5% 추가할인
- 4대 간편결제 : 삼성페이, 네이버페이, 카카오페이, PAYCO
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 추가 청구할인은 4대 간편결제에 본 카드를 등록하여 온라인에서 사용한 경우에 제공","간편결제
추가 할인의 정석 온라인 업종 4대 PAY 결제 시 5% 추가할인
- 4대 간편결제 : 삼성페이, 네이버페이, 카카오페이, PAYCO
- 전월 국내 가맹점 이용금액 30만원 이상 시 할인
- 추가 청구할인은 4대 간편결제에 본 카드를 등록하여 온라인에서 사용한 경우에 제공
- 온라인 업종 통합 할인한도 내에서 할인 적용
- 매출 건당 5만원까지 할인
  예시) 이마트(오프라인 가맹점)에서 10만원 결제 시 5만원에 대해서만 10% 할인 적용 (5,000원 할인)
- 단, 온라인 업종 4대 PAY 결제로 추가 할인 적용시 (10%5%)할인 (최대 7,500원 할인)
  예시) 위메프에서 카카오페이로 10만원 결제 시 5만원에 대해서만 (10%5%) 할인 적용 (7,500원 할인)
- Two-in-One 결제서비스(체크매출) 이용 시 추가 캐시백 미제공",https://d1c5n4ri2guedi.cloudfront.net/card/2687/card_img/33239/2687card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,fuel,-1.0,-1.0,"[주유소]
주말할인서비스
4대 정유사 리터당 60원 할인
- SK에너지/GS칼텍스/에이치디현대오일뱅크/S-Oil
- 휘발유, 등유, 경유(LPG 제외)
- 일 1회
- 1회 이용 금액 10만원까지 할인 적용
- 월 이용 금액 30만원까지 할인 적용
주말 할인서비스 할인한도안내
- 전월실적 30만원~50만원 : 3천원
- 전월실적 50만원 ~100만원 : 7천원
- 전월실적 100만원 이상 : 1만원","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
fuel: 주말할인서비스
4대 정유사 리터당 60원 할인
- SK에너지/GS칼텍스/에이치디현대오일뱅크/S-Oil
- 일 1회","주유소
주말할인서비스
4대 정유사 리터당 60원 할인
- SK에너지/GS칼텍스/에이치디현대오일뱅크/S-Oil
- 휘발유, 등유, 경유(LPG 제외)
- 일 1회
- 1회 이용 금액 10만원까지 할인 적용
- 월 이용 금액 30만원까지 할인 적용
주말 할인서비스 할인한도안내
- 전월실적 30만원50만원 : 3천원
- 전월실적 50만원 100만원 : 7천원
- 전월실적 100만원 이상 : 1만원",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,mart_convenience,10.0,-1.0,"[편의점]
TIME 할인서비스 10% 할인 
편의점 10% 할인
- 편의점 업종 
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 5회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원~50만원 : 1만원
- 전월실적 50만원 ~100만원 : 2만원
- 전월실적 100만원 이상 : 3만원","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
mart_convenience: TIME 할인서비스 10% 할인
편의점 10% 할인
- 편의점 업종
- 서비스 영역별 각각 일 1회 할인 적용","편의점
TIME 할인서비스 10% 할인 
편의점 10% 할인
- 편의점 업종 
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 5회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원50만원 : 1만원
- 전월실적 50만원 100만원 : 2만원
- 전월실적 100만원 이상 : 3만원",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,shopping,10.0,-1.0,"[온라인쇼핑]
오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인
온라인 쇼핑 10% 할인 
- 옥션, G마켓, AK몰, 11번가, 티켓몬스터, 위메프, 쿠팡
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 10회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원~50만원 : 1만원
- 전월실적 50만원 ~100만원 : 2만원
- 전월실적 100만원 이상 : 3만원","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
shopping: 오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인
온라인 쇼핑 10% 할인
- 옥션, G마켓, AK몰, 11번가, 티켓몬스터, 위메프, 쿠팡
- 서비스 영역별 각각 일 1회 할인 적용","온라인쇼핑
오후 9시  오전 9시까지 Night 할인서비스 10% 할인
온라인 쇼핑 10% 할인 
- 옥션, G마켓, AK몰, 11번가, 티켓몬스터, 위메프, 쿠팡
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 10회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원50만원 : 1만원
- 전월실적 50만원 100만원 : 2만원
- 전월실적 100만원 이상 : 3만원",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,food,10.0,-1.0,"[푸드]
오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인
식음료 10% 할인
- 한식, 양식, 일식, 중식, 뷔페, 일반대중음식, 패스트푸드, 커피전문점 업종
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 10회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원~50만원 : 1만원
- 전월실적 50만원 ~100만원 : 2만원
- 전월실적 100만원 이상 : 3만원","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
food: 오후 9시 ~ 오전 9시까지 Night 할인서비스 10% 할인
식음료 10% 할인
- 한식, 양식, 일식, 중식, 뷔페, 일반대중음식, 패스트푸드, 커피전문점 업종
- 서비스 영역별 각각 일 1회 할인 적용","푸드
오후 9시  오전 9시까지 Night 할인서비스 10% 할인
식음료 10% 할인
- 한식, 양식, 일식, 중식, 뷔페, 일반대중음식, 패스트푸드, 커피전문점 업종
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 10회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원50만원 : 1만원
- 전월실적 50만원 100만원 : 2만원
- 전월실적 100만원 이상 : 3만원",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,utility_rental,10.0,-1.0,"[공과금]
월납요금(공과금) 10% 할인서비스
- 전기요금 /도시가스요금/ SKT, LG U+, KT 통신요금 할인
  * 인터넷/집전화/이동통신/결합상품 포함
- 일 1회 할인 적용
- 1회 이용 금액 5만원까지 할인 적용 (1회 최대 5천원 할인)
할인한도안내
- 전월실적 30만원~50만원 : 3천원
- 전월실적 50만원 ~100만원 : 7천원
- 전월실적 100만원 이상 : 1만원 
- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.
- 월납(공과금) 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.
- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월+1개월)까지 3천원의 할인한도가 제공됩니다.
- 전월 이용실적은 일시불+할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용- 금액은 매입일자를 기준으로 적용됩니다
- 월 기준 : 매월 1일 ~ 말일
Powered by 
Froala Editor","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
utility_rental: 월납요금(공과금) 10% 할인서비스
- 전기요금 /도시가스요금/ SKT, LG U+, KT 통신요금 할인
* 인터넷/집전화/이동통신/결합상품 포함
- 일 1회 할인 적용","공과금
월납요금(공과금) 10% 할인서비스
- 전기요금 /도시가스요금/ SKT, LG U, KT 통신요금 할인
   인터넷/집전화/이동통신/결합상품 포함
- 일 1회 할인 적용
- 1회 이용 금액 5만원까지 할인 적용 (1회 최대 5천원 할인)
할인한도안내
- 전월실적 30만원50만원 : 3천원
- 전월실적 50만원 100만원 : 7천원
- 전월실적 100만원 이상 : 1만원 
- 서비스 대상 거래건 중 신한카드 전표 매입 순서대로 결제일 할인이 적용됩니다.
- 월납(공과금) 할인서비스는 전월 이용금액에 따라 제공된 월 할인 한도 내에서 서비스가 제공됩니다.
- 신규 발급 회원에 대해서는 카드사용 등록월의 익월말(등록월1개월)까지 3천원의 할인한도가 제공됩니다.
- 전월 이용실적은 일시불할부 금액 기준이며 (전월 할인거래 실적 포함) 교통이용금액은 전전월 이용금액 기준, 해외이용- 금액은 매입일자를 기준으로 적용됩니다
- 월 기준 : 매월 1일  말일
Powered by 
Froala Editor",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
13,신한카드 Mr.Life,신한카드,신용,15000,15000,300000,0,medical,10.0,-1.0,"[병원/약국]
TIME 할인서비스 10% 할인 
병원/약국업종 (동물병원 제외) 10% 할인
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 5회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원~50만원 : 1만원
- 전월실적 50만원 ~100만원 : 2만원
- 전월실적 100만원 이상 : 3만원","[신한카드 Mr.Life|신한카드|신용]
실적:300,000원|연회비:15,000원
medical: TIME 할인서비스 10% 할인
병원/약국업종 (동물병원 제외) 10% 할인
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)","병원/약국
TIME 할인서비스 10% 할인 
병원/약국업종 (동물병원 제외) 10% 할인
- 서비스 영역별 각각 일 1회 할인 적용
- 1회 이용 금액 1만원까지 할인 적용 (1회 최대 1천원 할인)
- 월 5회 할인 적용
TIME 할인서비스 할인한도안내
- 전월실적 30만원50만원 : 1만원
- 전월실적 50만원 100만원 : 2만원
- 전월실적 100만원 이상 : 3만원",https://d1c5n4ri2guedi.cloudfront.net/card/13/card_img/28201/13card.png
